table,column,dtype,n,n_missing,pct_missing,n_unique,top_value,top_value_count,mean,std,min,q25,median,q75,max
fourh,lts_cpk_first_value,float64,117,22,0.15827338129496402,115,,,497.72478632478635,255.86107218498915,20.0,298.5,461.6,690.9,998.7
fourh,lts_cpk_last_value,float64,117,22,0.15827338129496402,116,,,448.4615384615385,274.5840000380996,20.0,235.6,419.5,605.2,1456.1
fourh,lts_cpk_max_value,float64,117,22,0.15827338129496402,115,,,535.3042735042735,287.3724590843744,20.0,307.4,475.5,736.0,1456.1
fourh,lts_cpk_max_minute,float64,117,22,0.15827338129496402,3,,,106.66666666666667,100.61877524117695,0.0,0.0,120.0,240.0,240.0
fourh,lts_cpk_delta,float64,117,22,0.15827338129496402,73,,,-49.26324786324786,169.1985594411095,-517.3,-128.4000000000001,0.0,0.0,500.4999999999999
fourh,lts_cpk_pct_change,float64,117,22,0.15827338129496402,73,,,-0.06539842348498003,0.37462155332761,-0.9070324986680874,-0.2394494025109665,0.0,0.0,1.840508806262231
fourh,lts_esr_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_esr_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_esr_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_esr_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_esr_first_value,float64,117,22,0.15827338129496402,94,,,16.163247863247864,7.222517450720712,1.0,10.8,15.7,21.0,30.9
fourh,lts_esr_last_value,float64,117,22,0.15827338129496402,91,,,14.861538461538462,7.811903452025414,1.0,9.3,15.0,19.4,36.2
fourh,lts_esr_max_value,float64,117,22,0.15827338129496402,97,,,18.24871794871795,7.953817294172127,1.0,11.8,17.8,25.4,36.2
fourh,lts_esr_max_minute,float64,117,22,0.15827338129496402,3,,,111.7948717948718,96.78108415045199,0.0,0.0,120.0,240.0,240.0
fourh,lts_esr_delta,float64,117,22,0.15827338129496402,72,,,-1.3017094017094015,6.977166983935614,-18.5,-4.800000000000001,0.0,0.0,19.8
fourh,lts_esr_pct_change,float64,117,22,0.15827338129496402,73,,,0.0057869255484950255,0.6048562182276046,-0.9487179487179488,-0.2711864406779661,0.0,0.0,3.473684210526316
fourh,lts_crp_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_crp_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_crp_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_crp_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_crp_first_value,float64,117,22,0.15827338129496402,103,,,3.7595726495726507,2.823471021438095,0.1,1.62,3.25,5.35,12.53
fourh,lts_crp_last_value,float64,117,22,0.15827338129496402,90,,,3.4640170940170947,2.8205844527114747,0.1,1.14,2.92,5.35,13.02
fourh,lts_crp_max_value,float64,117,22,0.15827338129496402,104,,,4.89957264957265,3.1571015715428934,0.1,2.32,4.49,7.1,13.02
fourh,lts_crp_max_minute,float64,117,22,0.15827338129496402,3,,,124.1025641025641,95.75610042827961,0.0,0.0,120.0,240.0,240.0
fourh,lts_crp_delta,float64,117,22,0.15827338129496402,73,,,-0.2955555555555555,3.4231303591798397,-10.76,-1.3499999999999996,0.0,0.7999999999999998,10.31
fourh,lts_crp_pct_change,float64,117,22,0.15827338129496402,73,,,0.8074810545666575,4.095013195342364,-0.9900793650793652,-0.3746397694524496,0.0,0.3367521367521369,30.214285714285715
fourh,lts_poct_glucose_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_poct_glucose_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_poct_glucose_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_poct_glucose_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_poct_glucose_first_value,float64,117,22,0.15827338129496402,108,,,109.24957264957264,17.697942720551875,68.9,98.4,107.1,120.3,166.2
fourh,lts_poct_glucose_last_value,float64,117,22,0.15827338129496402,110,,,107.05299145299146,18.268847483841377,67.6,93.0,105.3,120.1,152.9
fourh,lts_poct_glucose_max_value,float64,117,22,0.15827338129496402,107,,,114.82564102564103,20.49595903757681,68.9,100.4,115.2,131.7,166.2
fourh,lts_poct_glucose_max_minute,float64,117,22,0.15827338129496402,3,,,112.82051282051282,93.60450690820315,0.0,0.0,120.0,240.0,240.0
fourh,lts_poct_glucose_delta,float64,117,22,0.15827338129496402,72,,,-2.196581196581196,16.06011300054682,-45.49999999999999,-6.300000000000011,0.0,0.4000000000000057,49.400000000000006
fourh,lts_poct_glucose_pct_change,float64,117,22,0.15827338129496402,73,,,-0.011558514888548093,0.1401002258328551,-0.3328456474030723,-0.0555555555555554,0.0,0.0035211267605634,0.4772946859903382
fourh,lts_serum_osm_was_drawn,float64,139,0,0.0,2,,,0.841726618705036,0.36631721435483605,0.0,1.0,1.0,1.0,1.0
fourh,lts_serum_osm_first_minute,float64,117,22,0.15827338129496402,3,,,68.71794871794872,86.75707723827712,0.0,0.0,0.0,120.0,240.0
fourh,lts_serum_osm_last_minute,float64,117,22,0.15827338129496402,3,,,182.56410256410257,84.26307169804214,0.0,120.0,240.0,240.0,240.0
fourh,lts_serum_osm_n_draws,float64,117,22,0.15827338129496402,3,,,1.8717948717948718,0.7937086838387629,1.0,1.0,2.0,3.0,3.0
fourh,lts_serum_osm_first_value,float64,117,22,0.15827338129496402,96,,,290.9384615384615,8.070132739944139,273.0,285.3,290.2,296.0,310.9
fourh,lts_serum_osm_last_value,float64,117,22,0.15827338129496402,93,,,290.68547008547006,7.259669710322689,276.2,285.7,289.7,295.2,314.1
fourh,lts_serum_osm_max_value,float64,117,22,0.15827338129496402,94,,,293.98119658119657,7.962032009999967,277.1,287.3,294.0,299.8,314.1
fourh,lts_serum_osm_max_minute,float64,117,22,0.15827338129496402,3,,,121.02564102564102,93.87615296490752,0.0,0.0,120.0,240.0,240.0
fourh,lts_serum_osm_delta,float64,117,22,0.15827338129496402,65,,,-0.25299145299145076,7.430558672196916,-15.400000000000034,-3.400000000000034,0.0,0.0,22.100000000000023
fourh,lts_serum_osm_pct_change,float64,117,22,0.15827338129496402,73,,,-0.000474716721588689,0.025596934885813143,-0.0508474576271184,-0.0118756549074398,0.0,0.0,0.079582283039251
fourh,itv_n_total,float64,139,0,0.0,7,,,2.064748201438849,1.1746638933009743,0.0,1.0,2.0,3.0,6.0
fourh,itv_any,float64,139,0,0.0,2,,,0.920863309352518,0.2709283075777425,0.0,1.0,1.0,1.0,1.0
fourh,itv_first_minute,float64,139,0,0.0,91,,,74.2589928057554,55.15542441552299,-1.0,33.5,68.0,104.5,219.0
fourh,itv_last_minute,float64,139,0,0.0,92,,,136.5251798561151,69.95032719311568,-1.0,78.5,159.0,195.0,228.0
fourh,itv_density_first_hour,float64,139,0,0.0,4,,,0.460431654676259,0.6400428773041864,0.0,0.0,0.0,1.0,3.0
fourh,itv_benzo_count,float64,139,0,0.0,2,,,0.5899280575539568,0.4936253000158772,0.0,0.0,1.0,1.0,1.0
fourh,itv_time_to_first_benzo,float64,139,0,0.0,71,,,68.12949640287769,73.79199463006596,-1.0,-1.0,43.0,138.0,216.0
fourh,itv_fluid_count,float64,139,0,0.0,2,,,0.697841726618705,0.46085422038771773,0.0,0.0,1.0,1.0,1.0
fourh,itv_time_to_first_fluid,float64,139,0,0.0,76,,,84.59712230215827,79.24450508307656,-1.0,-1.0,69.0,158.5,228.0
fourh,itv_intubation_count,float64,139,0,0.0,2,,,0.06474820143884892,0.2469710155359484,0.0,0.0,0.0,0.0,1.0
fourh,itv_time_to_first_intubation,float64,139,0,0.0,9,,,6.884892086330935,34.95153562521587,-1.0,-1.0,-1.0,-1.0,213.0
fourh,itv_reversal_count,float64,139,0,0.0,2,,,0.17266187050359713,0.3793216209054408,0.0,0.0,0.0,0.0,1.0
fourh,itv_time_to_first_reversal,float64,139,0,0.0,25,,,16.453237410071942,46.097285754542874,-1.0,-1.0,-1.0,-1.0,222.0
fourh,itv_antipyretic_count,float64,139,0,0.0,2,,,0.3237410071942446,0.46959475804621736,0.0,0.0,0.0,1.0,1.0
fourh,itv_time_to_first_antipyretic,float64,139,0,0.0,40,,,36.798561151079134,63.05451745773458,-1.0,-1.0,-1.0,66.0,206.0
fourh,itv_escalation_max_rung,float64,139,0,0.0,6,,,3.5755395683453237,1.7024211968235166,0.0,2.0,4.0,4.0,7.0
fourh,itv_intubation_after_benzo,float64,139,0,0.0,2,,,0.014388489208633094,0.11951662978045265,0.0,0.0,0.0,0.0,1.0
fourh,xmod_first_lab_to_first_itv_min,float64,110,29,0.20863309352517986,97,,,17.327272727272728,101.65087842334106,-230.0,-66.0,40.5,85.75,217.0
fourh,xmod_hr_crit_to_benzo_min,float64,19,120,0.8633093525179856,19,,,93.47368421052632,77.54953142709118,-52.0,33.5,89.0,151.5,210.0
fourh,stab_total_critical_breaches,float64,139,0,0.0,19,,,3.9784172661870505,5.010810958548368,0.0,0.0,2.0,6.5,21.0
fourh,stab_max_consecutive_critical_min,float64,139,0,0.0,65,,,77.61870503597122,83.13664286412288,0.0,0.0,43.0,133.5,240.0
fourh,stab_hr_oscillations,float64,139,0,0.0,6,,,3.647482014388489,1.1969969025937792,1.0,3.0,4.0,5.0,6.0
fourh,arc_time_to_min_gcs_min,float64,139,0,0.0,69,,,69.76978417266187,72.65386636497172,0.0,0.0,52.0,113.5,240.0
fourh,arc_time_to_gcs_recovery_min,float64,139,0,0.0,43,,,176.26618705035972,79.38518968392759,-1.0,184.5,200.0,220.5,240.0
fourh,arc_steady_state_last60,float64,139,0,0.0,2,,,0.6762589928057554,0.46959475804621736,0.0,0.0,1.0,1.0,1.0
fourh,arc_trajectory_class,float64,139,0,0.0,3,,,0.07913669064748201,0.3199807105019249,-1.0,0.0,0.0,0.0,1.0
fourh,diff_hr,float64,139,0,0.0,130,,,-12.173381294964027,14.862254376461939,-62.69999999999999,-20.54999999999999,-11.299999999999995,-2.450000000000003,20.5
fourh,abs_diff_hr,float64,139,0,0.0,125,,,14.741726618705032,12.298715022313647,0.0,5.849999999999994,11.799999999999995,20.749999999999993,62.69999999999999
fourh,pct_change_hr,float64,139,0,0.0,139,,,-0.10506786971343966,0.13105158983854612,-0.451207729468599,-0.193583372684705,-0.1002570694087403,-0.02265136823960345,0.2581863979848866
fourh,direction_hr,int64,139,0,0.0,3,,,-0.6187050359712231,0.7838559784644468,-1.0,-1.0,-1.0,-1.0,1.0
fourh,diff_rr,float64,139,0,0.0,120,,,-5.158992805755395,5.368302203064404,-20.0,-8.55,-5.100000000000001,-1.0,7.199999999999999
fourh,abs_diff_rr,float64,139,0,0.0,109,,,5.9287769784172655,4.496846634342726,0.0,2.4000000000000004,5.199999999999999,8.55,20.0
fourh,pct_change_rr,float64,139,0,0.0,138,,,-0.18532923520002365,0.21807717950020752,-0.5956112852664577,-0.3328598484848485,-0.2122448979591836,-0.0488548890636543,0.6728971962616822
fourh,direction_rr,int64,139,0,0.0,3,,,-0.6330935251798561,0.7721969870711949,-1.0,-1.0,-1.0,-1.0,1.0
fourh,diff_sbp,float64,139,0,0.0,130,,,7.053956834532372,18.950091836368998,-46.0,-6.050000000000004,7.800000000000011,21.89999999999999,45.99999999999999
fourh,abs_diff_sbp,float64,139,0,0.0,128,,,16.641007194244605,11.414685512751559,0.0999999999999943,7.450000000000003,14.099999999999994,24.85000000000001,46.0
fourh,pct_change_sbp,float64,139,0,0.0,138,,,0.07736208136787108,0.1691406643148174,-0.3116531165311653,-0.0504109157431877,0.0677671589921808,0.2064849226660732,0.4994206257242179
fourh,direction_sbp,int64,139,0,0.0,2,,,0.3237410071942446,0.949567615851731,-1.0,-1.0,1.0,1.0,1.0
fourh,diff_dbp,float64,139,0,0.0,127,,,3.907913669064749,10.954610337418071,-25.200000000000003,-3.0500000000000043,3.5,11.0,27.300000000000004
fourh,abs_diff_dbp,float64,139,0,0.0,120,,,9.320863309352518,6.9193854424703165,0.0999999999999943,3.5,7.400000000000006,13.450000000000005,27.300000000000004
fourh,pct_change_dbp,float64,139,0,0.0,139,,,0.06838654192873307,0.16299218392547468,-0.2923264311814859,-0.04042160737812915,0.0490620490620491,0.15641249056696088,0.5419999999999999
fourh,direction_dbp,int64,139,0,0.0,2,,,0.3237410071942446,0.949567615851731,-1.0,-1.0,1.0,1.0,1.0
fourh,diff_spo2,float64,139,0,0.0,80,,,0.9165467625899287,1.7549349516126294,-3.1000000000000085,-0.2000000000000028,0.8000000000000114,2.1500000000000057,6.0
fourh,abs_diff_spo2,float64,139,0,0.0,61,,,1.5942446043165481,1.1687209523119069,0.0,0.6000000000000085,1.4000000000000057,2.3999999999999986,6.0
fourh,pct_change_spo2,float64,139,0,0.0,137,,,0.009900442500704945,0.018599754988521833,-0.0315682281059064,-0.00206730769230765,0.0084566596194504,0.02289382378861625,0.066006600660066
fourh,direction_spo2,int64,139,0,0.0,3,,,0.38848920863309355,0.9208596437993982,-1.0,-1.0,1.0,1.0,1.0
fourh,diff_temp,float64,139,0,0.0,104,,,-0.47791366906474847,0.3872879968356397,-1.3600000000000063,-0.6949999999999967,-0.4599999999999937,-0.20499999999999824,0.3599999999999994
fourh,abs_diff_temp,float64,139,0,0.0,100,,,0.5095683453237413,0.34424854204610017,0.009999999999998,0.274999999999995,0.4599999999999937,0.6949999999999967,1.3600000000000063
fourh,pct_change_temp,float64,139,0,0.0,139,,,-0.012608121062475023,0.010131343487318313,-0.035142118863049,-0.01849178012875725,-0.0122587376108504,-0.00554325473389365,0.0096256684491978
fourh,direction_temp,int64,139,0,0.0,2,,,-0.8129496402877698,0.5844400928095222,-1.0,-1.0,-1.0,-1.0,1.0
fourh,diff_gcs,int64,139,0,0.0,8,,,1.0287769784172662,1.382826584552245,-2.0,0.0,1.0,2.0,5.0
fourh,abs_diff_gcs,int64,139,0,0.0,6,,,1.3741007194244603,1.03750942929163,0.0,1.0,1.0,2.0,5.0
fourh,pct_change_gcs,float64,139,0,0.0,27,,,0.09918540691921986,0.13526209113922902,-0.1538461538461538,0.0,0.0769230769230769,0.1818181818181818,0.7142857142857143
fourh,direction_gcs,int64,139,0,0.0,3,,,0.5251798561151079,0.7256275170528795,-1.0,0.0,1.0,1.0,1.0
fourh,diff_supp_o2,int64,139,0,0.0,3,,,-0.23741007194244604,0.4752228129275849,-1.0,-1.0,0.0,0.0,1.0
fourh,abs_diff_supp_o2,int64,139,0,0.0,2,,,0.2805755395683453,0.4509053208633259,0.0,0.0,0.0,1.0,1.0
fourh,pct_change_supp_o2,float64,139,0,0.0,3,,,21582.474820143885,145842.2155277195,-1.0,-1.0,0.0,0.0,1000000.0
fourh,direction_supp_o2,int64,139,0,0.0,3,,,-0.23741007194244604,0.4752228129275849,-1.0,-1.0,0.0,0.0,1.0
fourh,n_vitals_worsening,int64,139,0,0.0,5,,,1.39568345323741,0.9602136313928409,0.0,1.0,1.0,2.0,4.0
fourh,any_vital_crit_at_4h_new,int64,139,0,0.0,2,,,0.06474820143884892,0.2469710155359484,0.0,0.0,0.0,0.0,1.0
fourh,n_vitals_crit_at_4h_new,int64,139,0,0.0,2,,,0.06474820143884892,0.2469710155359484,0.0,0.0,0.0,0.0,1.0
fourh,supp_o2_escalated,int64,139,0,0.0,2,,,0.02158273381294964,0.14584217692177975,0.0,0.0,0.0,0.0,1.0
fourh,supp_o2_weaned,int64,139,0,0.0,2,,,0.2589928057553957,0.43966603756208983,0.0,0.0,0.0,1.0,1.0
fourh,note_onset_minutes,float64,109,30,0.2158273381294964,88,,,140.651376146789,72.42561652236203,28.0,74.0,140.0,201.0,290.0
fourh,note_has_onset_phrase,int64,139,0,0.0,2,,,0.7841726618705036,0.4128829347380872,0.0,1.0,1.0,1.0,1.0
fourh,note_is_festival_template,int64,139,0,0.0,2,,,0.7266187050359713,0.44730684270603804,0.0,0.0,1.0,1.0,1.0
fourh,note_char_len,int64,139,0,0.0,47,,,93.20143884892086,17.545873562582514,34.0,90.0,98.0,102.0,155.0
fourh,note_word_count,int64,139,0,0.0,13,,,13.568345323741006,2.621124771599626,7.0,13.0,14.0,15.0,27.0
fourh,note_location_main_stage,int64,139,0,0.0,2,,,0.19424460431654678,0.3970488569529349,0.0,0.0,0.0,0.0,1.0
fourh,note_location_medical_tent,int64,139,0,0.0,2,,,0.1079136690647482,0.3113934898748534,0.0,0.0,0.0,0.0,1.0
fourh,note_location_campground,int64,139,0,0.0,2,,,0.12949640287769784,0.336962827995515,0.0,0.0,0.0,0.0,1.0
fourh,note_location_shopping_area,int64,139,0,0.0,2,,,0.014388489208633094,0.11951662978045266,0.0,0.0,0.0,0.0,1.0
fourh,note_location_other,int64,139,0,0.0,2,,,0.2949640287769784,0.45767587749587846,0.0,0.0,0.0,1.0,1.0
fourh,note_location_none,int64,139,0,0.0,2,,,0.2733812949640288,0.44730684270603804,0.0,0.0,0.0,1.0,1.0
fourh,note_onset_bucket_fast,int64,139,0,0.0,2,,,0.1223021582733813,0.32881940011784405,0.0,0.0,0.0,0.0,1.0
fourh,note_onset_bucket_medium,int64,139,0,0.0,2,,,0.39568345323741005,0.4907655220395697,0.0,0.0,0.0,1.0,1.0
fourh,note_onset_bucket_slow,int64,139,0,0.0,2,,,0.26618705035971224,0.44356166455846274,0.0,0.0,0.0,1.0,1.0
fourh,note_onset_bucket_unknown,int64,139,0,0.0,2,,,0.2158273381294964,0.4128829347380872,0.0,0.0,0.0,0.0,1.0
fourh,hpi_word_count_4h,int64,139,0,0.0,69,,,200.24460431654677,56.889014976737464,96.0,123.5,223.0,245.0,280.0
fourh,hpi_has_severe_4h,int64,139,0,0.0,2,,,0.19424460431654678,0.3970488569529349,0.0,0.0,0.0,0.0,1.0
fourh,mdm_word_count_4h,int64,139,0,0.0,18,,,44.02158273381295,4.268977452657008,37.0,41.0,43.0,46.0,70.0
fourh,mdm_severity_tier_4h,int64,139,0,0.0,3,,,2.4964028776978417,0.6743123251696627,1.0,2.0,3.0,3.0,3.0
fourh,pe_agitated,int64,139,0,0.0,2,,,0.1079136690647482,0.3113934898748534,0.0,0.0,0.0,0.0,1.0
fourh,pe_ataxia,int64,139,0,0.0,2,,,0.2158273381294964,0.4128829347380871,0.0,0.0,0.0,0.0,1.0
fourh,pe_diaphoretic,int64,139,0,0.0,2,,,0.2446043165467626,0.43140697720508925,0.0,0.0,0.0,0.0,1.0
fourh,pe_distractible,int64,139,0,0.0,2,,,0.1223021582733813,0.32881940011784405,0.0,0.0,0.0,0.0,1.0
fourh,pe_dry_mucosa,int64,139,0,0.0,2,,,0.33093525179856115,0.47225160956190815,0.0,0.0,0.0,1.0,1.0
fourh,pe_fatigued_appearance,int64,139,0,0.0,2,,,0.23741007194244604,0.4270344963316678,0.0,0.0,0.0,0.0,1.0
fourh,pe_intermittent_disorientation,int64,139,0,0.0,2,,,0.1366906474820144,0.3447628642894359,0.0,0.0,0.0,0.0,1.0
fourh,pe_mild_tremor,int64,139,0,0.0,2,,,0.2158273381294964,0.4128829347380871,0.0,0.0,0.0,0.0,1.0
fourh,pe_reduced_tracking,int64,139,0,0.0,2,,,0.2014388489208633,0.40252565162850834,0.0,0.0,0.0,0.0,1.0
fourh,pe_restless,int64,139,0,0.0,2,,,0.11510791366906475,0.32030639069869854,0.0,0.0,0.0,0.0,1.0
fourh,pe_slow_responses,int64,139,0,0.0,2,,,0.19424460431654678,0.3970488569529349,0.0,0.0,0.0,0.0,1.0
fourh,pe_tachycardic,int64,139,0,0.0,2,,,0.20863309352517986,0.4078011049711894,0.0,0.0,0.0,0.0,1.0
fourh,pe_tachypneic_effort,int64,139,0,0.0,2,,,0.1223021582733813,0.32881940011784405,0.0,0.0,0.0,0.0,1.0
fourh,pe_unsteady_gait,int64,139,0,0.0,2,,,0.23741007194244604,0.4270344963316678,0.0,0.0,0.0,0.0,1.0
fourh,pe_kraken_combo,int64,139,0,0.0,2,,,0.1223021582733813,0.32881940011784405,0.0,0.0,0.0,0.0,1.0
fourh,pe_triton_combo,int64,139,0,0.0,2,,,0.08633093525179857,0.281867848274946,0.0,0.0,0.0,0.0,1.0
fourh,peak_lactate_5plus,int64,139,0,0.0,2,,,0.02877697841726619,0.16778376539443354,0.0,0.0,0.0,0.0,1.0
fourh,peak_cpk_1000plus,int64,139,0,0.0,2,,,0.02158273381294964,0.14584217692177975,0.0,0.0,0.0,0.0,1.0
fourh,peak_troponin_015plus,int64,139,0,0.0,2,,,0.050359712230215826,0.21947701365872982,0.0,0.0,0.0,0.0,1.0
fourh,peak_hr_150plus,int64,139,0,0.0,2,,,0.02158273381294964,0.14584217692177975,0.0,0.0,0.0,0.0,1.0
fourh,kraken_severity_anchor,int64,139,0,0.0,2,,,0.07194244604316546,0.2593271050009551,0.0,0.0,0.0,0.0,1.0
fourh,all_peak_labs_normal,int64,139,0,0.0,2,,,0.04316546762589928,0.20396446113862482,0.0,0.0,0.0,0.0,1.0
fourh,triage_chief_agitation,int64,139,0,0.0,2,,,0.1079136690647482,0.3113934898748534,0.0,0.0,0.0,0.0,1.0
fourh,triage_chief_palpitations,int64,139,0,0.0,2,,,0.050359712230215826,0.2194770136587298,0.0,0.0,0.0,0.0,1.0
fourh,note_arousal_density,float64,139,0,0.0,8,,,0.012281423612358861,0.03782346588838753,0.0,0.0,0.0,0.0,0.1428571428571428
fourh,note_perceptual_density,float64,139,0,0.0,5,,,0.017694822470197213,0.04036449897128342,0.0,0.0,0.0,0.0,0.1176470588235294
fourh,triage_ag_above_20,int64,139,0,0.0,2,,,0.014388489208633094,0.11951662978045266,0.0,0.0,0.0,0.0,1.0
fourh,triage_ag_below_12,int64,139,0,0.0,2,,,0.5323741007194245,0.5007553464572555,0.0,0.0,1.0,1.0,1.0
fourh,triage_ph_above_735,int64,139,0,0.0,2,,,0.5539568345323741,0.4988778984316006,0.0,0.0,1.0,1.0,1.0
fourh,triage_hr_above_120,int64,139,0,0.0,2,,,0.2805755395683453,0.45090532086332585,0.0,0.0,0.0,1.0,1.0
fourh,triage_temp_above_38,int64,139,0,0.0,2,,,0.2733812949640288,0.447306842706038,0.0,0.0,0.0,1.0,1.0
fourh,triage_glucose_above_140,int64,139,0,0.0,2,,,0.11510791366906475,0.3203063906986985,0.0,0.0,0.0,0.0,1.0
fourh,triage_sympathomimetic_combo,int64,139,0,0.0,2,,,0.30935251798561153,0.46389842815228904,0.0,0.0,0.0,1.0,1.0
fourh,cand_shock_index,float64,139,0,0.0,139,,,0.9228546759468523,0.25891823359034377,0.4630508474576271,0.7190550133096716,0.8875838926174496,1.085310915267589,1.6292004634994206
fourh,cand_mod_shock_index,float64,139,0,0.0,139,,,1.2197124782242605,0.3071208973595161,0.6641815235008104,0.9723820460651236,1.1774580335731415,1.413598598943532,1.9047013977128333
fourh,cand_pulse_pressure,float64,139,0,0.0,127,,,44.19280575539568,17.18605619617071,-3.200000000000003,33.1,43.10000000000001,53.150000000000006,91.8
fourh,cand_map,float64,139,0,0.0,129,,,87.41582733812949,7.608380974008611,69.03333333333333,82.91666666666666,87.1,91.36666666666666,110.8
fourh,cand_shock_index_age,float64,139,0,0.0,139,,,33.00699326605888,15.511939860822942,8.090452261306531,22.26777065189711,30.34627492130116,42.0235846722469,83.01507537688443
fourh,cand_rate_pressure_product,float64,139,0,0.0,139,,,12256.94223021583,2960.9801964429953,7680.0,10084.475,11744.05,14125.544999999998,22951.3
fourh,cand_hr_temp_product,float64,139,0,0.0,139,,,3976.421035971223,939.0468890785526,2423.724,3253.2075000000004,3807.089,4667.275,6301.469999999999
fourh,cand_k_extreme,int64,139,0,0.0,2,,,0.09352517985611511,0.2922200464047611,0.0,0.0,0.0,0.0,1.0
fourh,cand_na_extreme,int64,139,0,0.0,2,,,0.17266187050359713,0.3793216209054408,0.0,0.0,0.0,0.0,1.0
fourh,cand_glucose_extreme,int64,139,0,0.0,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fourh,cand_high_anion_gap,int64,139,0,0.0,2,,,0.4676258992805755,0.5007553464572555,0.0,0.0,0.0,1.0,1.0
fourh,cand_acidosis,int64,139,0,0.0,2,,,0.4460431654676259,0.4988778984316006,0.0,0.0,0.0,1.0,1.0
fourh,cand_alkalosis,int64,139,0,0.0,2,,,0.014388489208633094,0.11951662978045265,0.0,0.0,0.0,0.0,1.0
fourh,cand_poc_abn_count,int64,139,0,0.0,5,,,1.1942446043165467,1.0206398805759673,0.0,0.0,1.0,2.0,4.0
fourh,cand_news_hr,int64,139,0,0.0,4,,,1.2517985611510791,1.097385068293649,0.0,0.0,1.0,2.0,3.0
fourh,cand_news_rr,int64,139,0,0.0,4,,,1.6258992805755397,1.2981222854735055,0.0,0.0,2.0,3.0,3.0
fourh,cand_news_sbp,int64,139,0,0.0,4,,,0.48201438848920863,0.7834568325613882,0.0,0.0,0.0,1.0,3.0
fourh,cand_news_spo2,int64,139,0,0.0,4,,,0.60431654676259,0.8131055606102047,0.0,0.0,0.0,1.0,3.0
fourh,cand_news_temp,int64,139,0,0.0,3,,,0.48201438848920863,0.8710523203109025,0.0,0.0,0.0,0.0,3.0
fourh,cand_news_gcs,int64,139,0,0.0,4,,,1.920863309352518,1.0360512283892818,0.0,1.0,2.0,3.0,3.0
fourh,cand_news_total,int64,139,0,0.0,16,,,6.366906474820144,4.426769497821389,0.0,3.0,6.0,10.0,16.0
fourh,cand_news_high_risk,int64,139,0,0.0,2,,,0.5611510791366906,0.4980412053506094,0.0,0.0,1.0,1.0,1.0
fourh,cand_onset_x_news,float64,109,30,0.2158273381294964,98,,,0.0752152461527522,0.08002638839797635,0.0,0.025,0.0518134715025906,0.0927152317880794,0.4285714285714285
fourh,cand_onset_x_hr,float64,109,30,0.2158273381294964,109,,,1.1577252845527628,0.9339664464280653,0.3165137614678899,0.529891304347826,0.7823529411764706,1.3879518072289156,4.839285714285714
fourh,cand_log_onset,float64,109,30,0.2158273381294964,88,,,4.7919268143386216,0.6120458792364561,3.367295829986474,4.31748811353631,4.948759890378168,5.308267697401205,5.673323267171493
fourh,cand_is_fast_onset,int64,139,0,0.0,2,,,0.1223021582733813,0.32881940011784405,0.0,0.0,0.0,0.0,1.0
fourh,cand_is_slow_onset,int64,139,0,0.0,2,,,0.2589928057553957,0.43966603756208983,0.0,0.0,0.0,1.0,1.0
fourh,cand_pmh_count,int64,139,0,0.0,5,,,0.8848920863309353,1.0500458008689084,0.0,0.0,1.0,1.5,4.0
fourh,cand_sympathetic_score,int64,139,0,0.0,5,,,1.39568345323741,1.2372169858543567,0.0,0.0,1.0,3.0,4.0
fourh,cand_cns_depression_score,int64,139,0,0.0,3,,,0.8633093525179856,0.6615905170898392,0.0,0.0,1.0,1.0,2.0
